roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,panel_size,target,model,n_features
0.7012195121951219,0.6503683877542068,0.6883697441268891,0.7852760736196319,0.5914634146341463,0.7150837988826816,0.2145517548445014,327,0.4984709480122324,0.434,0,10,cin,elastic_net,10
0.6927652251982643,0.6352184851741569,0.6609868322609607,0.803680981595092,0.5182926829268293,0.7024128686327078,0.22210835419532496,327,0.4984709480122324,0.418,0,20,cin,elastic_net,20
0.673892712853509,0.6248858125663315,0.654870567110579,0.7975460122699386,0.5121951219512195,0.6970509383378016,0.23372061863313418,327,0.4984709480122324,0.399,0,50,cin,elastic_net,50
0.6631224359215627,0.6079750506221666,0.6380368098159509,0.7852760736196319,0.49079754601226994,0.6844919786096256,0.24098014288948272,326,0.5,0.405,1,all,cin,elastic_net,1380
0.6686363807444766,0.6078967508712998,0.6656441717791411,0.7239263803680982,0.6073619631901841,0.6840579710144927,0.22554638695978535,326,0.5,0.412,1,5,cin,elastic_net,5
0.7184688923181151,0.6625568370034683,0.696319018404908,0.7975460122699386,0.5950920245398773,0.724233983286908,0.21202542371549984,326,0.5,0.391,1,10,cin,elastic_net,10
0.7083631299634913,0.6591530163964819,0.6840490797546013,0.7668711656441718,0.6012269938650306,0.7082152974504249,0.21548348921378174,326,0.5,0.431,1,20,cin,elastic_net,20
0.679174978358237,0.6196425645029289,0.6595092024539877,0.7484662576687117,0.5705521472392638,0.6873239436619718,0.2361131788907549,326,0.5,0.434,1,50,cin,elastic_net,50
0.7037148556588506,0.6819397656366153,0.6349693251533742,0.6257668711656442,0.6441717791411042,0.631578947368421,0.2183368833600105,326,0.5,0.531,2,all,cin,elastic_net,1469
0.635025781926305,0.5896028895551906,0.6226993865030674,0.7607361963190185,0.48466257668711654,0.6684636118598383,0.23240255250231878,326,0.5,0.433,2,5,cin,elastic_net,5
0.6584365237683015,0.6085344012245423,0.6349693251533742,0.7607361963190185,0.50920245398773,0.6757493188010899,0.22891857754565365,326,0.5,0.435,2,10,cin,elastic_net,10
0.6411231134028379,0.610235209958136,0.6288343558282208,0.7361963190184049,0.5214723926380368,0.6648199445983379,0.23762835556687742,326,0.5,0.435,2,20,cin,elastic_net,20
