feature,kind,n_cell_lines
POLR2C (5432)_damaging,damaging,2
DOK4 (55715)_damaging,damaging,1
CCDC102A (92922)_damaging,damaging,1
ADGRG5 (221188)_damaging,damaging,4
ADGRG1 (9289)_damaging,damaging,6
ADGRG3 (222487)_damaging,damaging,1
DRC7 (84229)_damaging,damaging,2
KATNB1 (10300)_damaging,damaging,5
KIFC3 (3801)_damaging,damaging,5
CNGB1 (1258)_damaging,damaging,12
SPMIP8 (374739)_damaging,damaging,0
ZNF319 (57567)_damaging,damaging,0
MMP15 (4324)_damaging,damaging,5
CSNK2A2 (1459)_damaging,damaging,3
CFAP263 (29070)_damaging,damaging,3
PRSS54 (221191)_damaging,damaging,1
GINS3 (64785)_damaging,damaging,0
NDRG4 (65009)_damaging,damaging,3
SETD6 (79918)_damaging,damaging,5
CNOT1 (23019)_damaging,damaging,12
SLC38A7 (55238)_damaging,damaging,0
GOT2 (2806)_damaging,damaging,3
CDH8 (1006)_damaging,damaging,14
CDH11 (1009)_damaging,damaging,13
LINC00922 (283867)_damaging,damaging,4
CDH5 (1003)_damaging,damaging,5
BEAN1 (146227)_damaging,damaging,1
TK2 (7084)_damaging,damaging,0
CKLF (51192)_damaging,damaging,4
CMTM1 (113540)_damaging,damaging,2
CMTM2 (146225)_damaging,damaging,2
CMTM3 (123920)_damaging,damaging,1
CMTM4 (146223)_damaging,damaging,1
DYNC1LI2 (1783)_damaging,damaging,1
TERB1 (283847)_damaging,damaging,5
NAE1 (8883)_damaging,damaging,5
CA7 (766)_damaging,damaging,4
PDP2 (57546)_damaging,damaging,6
CDH16 (1014)_damaging,damaging,10
RRAD (6236)_damaging,damaging,2
CES2 (8824)_damaging,damaging,6
CES3 (23491)_damaging,damaging,2
CES4A (283848)_damaging,damaging,2
CBFB (865)_damaging,damaging,2
PHAF1 (80262)_damaging,damaging,1
B3GNT9 (84752)_damaging,damaging,1
TRADD (8717)_damaging,damaging,2
FBXL8 (55336)_damaging,damaging,2
HSF4 (3299)_damaging,damaging,4
NOL3 (8996)_damaging,damaging,1
MATCAP1 (653319)_damaging,damaging,5
EXOC3L1 (283849)_damaging,damaging,8
E2F4 (1874)_damaging,damaging,1
ELMO3 (79767)_damaging,damaging,2
TMEM208 (29100)_damaging,damaging,2
FHOD1 (29109)_damaging,damaging,7
SLC9A5 (6553)_damaging,damaging,8
PLEKHG4 (25894)_damaging,damaging,7
KCTD19 (146212)_damaging,damaging,8
LRRC36 (55282)_damaging,damaging,4
TPPP3 (51673)_damaging,damaging,1
ZDHHC1 (29800)_damaging,damaging,3
HSD11B2 (3291)_damaging,damaging,3
ATP6V0D1 (9114)_damaging,damaging,1
RIPOR1 (79567)_damaging,damaging,7
CTCF (10664)_damaging,damaging,26
CARMIL2 (146206)_damaging,damaging,10
ACD (65057)_damaging,damaging,6
PARD6A (50855)_damaging,damaging,2
ENKD1 (84080)_damaging,damaging,0
C16orf86 (388284)_damaging,damaging,2
GFOD2 (81577)_damaging,damaging,3
RANBP10 (57610)_damaging,damaging,7
TSNAXIP1 (55815)_damaging,damaging,3
CENPT (80152)_damaging,damaging,4
THAP11 (57215)_damaging,damaging,3
NUTF2 (10204)_damaging,damaging,1
EDC4 (23644)_damaging,damaging,8
NRN1L (123904)_damaging,damaging,1
PSKH1 (5681)_damaging,damaging,2
CTRL (1506)_damaging,damaging,1
PSMB10 (5699)_damaging,damaging,1
LCAT (3931)_damaging,damaging,3
SLC12A4 (6560)_damaging,damaging,7
DPEP3 (64180)_damaging,damaging,3
DPEP2 (64174)_damaging,damaging,6
DPEP2NB (100131303)_damaging,damaging,0
DDX28 (55794)_damaging,damaging,2
DUS2 (54920)_damaging,damaging,3
NFATC3 (4775)_damaging,damaging,7
ESRP2 (80004)_damaging,damaging,4
PLA2G15 (23659)_damaging,damaging,4
SLC7A6 (9057)_damaging,damaging,3
PRMT7 (54496)_damaging,damaging,6
SMPD3 (55512)_damaging,damaging,5
ZFP90 (146198)_damaging,damaging,4
CDH3 (1001)_damaging,damaging,5
CDH1 (999)_damaging,damaging,22
TANGO6 (79613)_damaging,damaging,6
HAS3 (3038)_damaging,damaging,6
DERPC (113455421)_damaging,damaging,3
CHTF8 (54921)_damaging,damaging,1
UTP4 (84916)_damaging,damaging,4
SNTB2 (6645)_damaging,damaging,4
VPS4A (27183)_damaging,damaging,1
PDF (64146)_damaging,damaging,4
COG8 (84342)_damaging,damaging,3
TMED6 (146456)_damaging,damaging,5
TERF2 (7014)_damaging,damaging,3
NFAT5 (10725)_damaging,damaging,10
NOB1 (28987)_damaging,damaging,5
WWP2 (11060)_damaging,damaging,6
PDXDC2P-NPIPB14P (283970)_damaging,damaging,1
PDPR (55066)_damaging,damaging,2
EXOSC6 (118460)_damaging,damaging,2
AARS1 (16)_damaging,damaging,3
DDX19B (11269)_damaging,damaging,6
DDX19A (55308)_damaging,damaging,0
ST3GAL2 (6483)_damaging,damaging,1
FCSK (197258)_damaging,damaging,6
COG4 (25839)_damaging,damaging,2
SF3B3 (23450)_damaging,damaging,6
IL34 (146433)_damaging,damaging,0
MTSS2 (92154)_damaging,damaging,12
VAC14 (55697)_damaging,damaging,5
HYDIN (54768)_damaging,damaging,9
CMTR2 (55783)_damaging,damaging,7
CALB2 (794)_damaging,damaging,3
LINC02136 (105371333)_damaging,damaging,0
TLE7 (102723796)_damaging,damaging,4
ZNF23 (7571)_damaging,damaging,1
ZNF19 (7567)_damaging,damaging,3
CHST4 (10164)_damaging,damaging,4
TAT (6898)_damaging,damaging,1
MARVELD3 (91862)_damaging,damaging,4
PHLPP2 (23035)_damaging,damaging,2
AP1G1 (164)_damaging,damaging,5
ATXN1L (342371)_damaging,damaging,7
ZNF821 (55565)_damaging,damaging,0
IST1 (9798)_damaging,damaging,2
PKD1L3 (342372)_damaging,damaging,9
DHODH (1723)_damaging,damaging,3
HP (3240)_damaging,damaging,2
HPR (3250)_damaging,damaging,1
DHX38 (9785)_damaging,damaging,15
PMFBP1 (83449)_damaging,damaging,6
LINC01572 (101927957)_damaging,damaging,0
ZFHX3 (463)_damaging,damaging,45
HCCAT5 (283902)_damaging,damaging,0
LOHAN2 (100506172)_damaging,damaging,0
PSMD7 (5713)_damaging,damaging,4
GLG1 (2734)_damaging,damaging,11
RFWD3 (55159)_damaging,damaging,6
MLKL (197259)_damaging,damaging,5
FA2H (79152)_damaging,damaging,2
WDR59 (79726)_damaging,damaging,7
ZNRF1 (84937)_damaging,damaging,2
LDHD (197257)_damaging,damaging,2
ZFP1 (162239)_damaging,damaging,6
CTRB2 (440387)_damaging,damaging,1
CTRB1 (1504)_damaging,damaging,2
BCAR1 (9564)_damaging,damaging,6
CFDP1 (10428)_damaging,damaging,3
TMEM170A (124491)_damaging,damaging,1
CHST6 (4166)_damaging,damaging,2
TMEM231P1 (100420067)_damaging,damaging,1
CHST5 (23563)_damaging,damaging,2
TMEM231 (79583)_damaging,damaging,3
GABARAPL2 (11345)_damaging,damaging,0
ADAT1 (23536)_damaging,damaging,4
KARS1 (3735)_damaging,damaging,6
TERF2IP (54386)_damaging,damaging,1
CPHXL2 (112268164)_damaging,damaging,0
DUXB (100033411)_damaging,damaging,2
CPHXL (105371346)_damaging,damaging,0
CNTNAP4 (85445)_damaging,damaging,19
LINC02125 (101928203)_damaging,damaging,1
MON1B (22879)_damaging,damaging,7
SYCE1L (100130958)_damaging,damaging,3
ADAMTS18 (170692)_damaging,damaging,11
NUDT7 (283927)_damaging,damaging,4
VAT1L (57687)_damaging,damaging,8
CLEC3A (10143)_damaging,damaging,5
WWOX (51741)_damaging,damaging,10
MAF (4094)_damaging,damaging,1
DYNLRB2-AS1 (102724084)_damaging,damaging,1
CDYL2 (124359)_damaging,damaging,5
CMC2 (56942)_damaging,damaging,0
CENPN (55839)_damaging,damaging,3
ATMIN (23300)_damaging,damaging,5
C16orf46 (123775)_damaging,damaging,9
GCSH (2653)_damaging,damaging,0
PKD1L2 (114780)_damaging,damaging,14
BCO1 (53630)_damaging,damaging,2
GAN (8139)_damaging,damaging,3
CMIP (80790)_damaging,damaging,3
PLCG2 (5336)_damaging,damaging,5
HSD17B2 (3294)_damaging,damaging,2
MPHOSPH6 (10200)_damaging,damaging,1
MPHOSPH6-DT (119545631)_damaging,damaging,0
CDH13 (1012)_damaging,damaging,2
MLYCD (23417)_damaging,damaging,1
OSGIN1 (29948)_damaging,damaging,3
NECAB2 (54550)_damaging,damaging,1
SLC38A8 (146167)_damaging,damaging,2
MBTPS1 (8720)_damaging,damaging,4
HSDL1 (83693)_damaging,damaging,1
DNAAF1 (123872)_damaging,damaging,3
TAF1C (9013)_damaging,damaging,12
ADAD2 (161931)_damaging,damaging,4
KCNG4 (93107)_damaging,damaging,4
WFDC1 (58189)_damaging,damaging,0
ATP2C2 (9914)_damaging,damaging,8
MEAK7 (57707)_damaging,damaging,1
COTL1 (23406)_damaging,damaging,9
KLHL36 (79786)_damaging,damaging,6
USP10 (9100)_damaging,damaging,3
CRISPLD2 (83716)_damaging,damaging,6
ZDHHC7 (55625)_damaging,damaging,6
KIAA0513 (9764)_damaging,damaging,3
CIBAR2 (339145)_damaging,damaging,4
GSE1 (23199)_damaging,damaging,13
GINS2 (51659)_damaging,damaging,2
C16orf74 (404550)_damaging,damaging,1
EMC8 (10328)_damaging,damaging,1
COX4I1 (1327)_damaging,damaging,2
IRF8 (3394)_damaging,damaging,13
LINC01082 (100506542)_damaging,damaging,1
LINC01081 (101154687)_damaging,damaging,0
FOXF1 (2294)_damaging,damaging,0
MTHFSD (64779)_damaging,damaging,2
FOXC2 (2303)_damaging,damaging,2
FOXL1 (2300)_damaging,damaging,0
C16orf95 (100506581)_damaging,damaging,2
FBXO31 (79791)_damaging,damaging,6
MAP1LC3B (81631)_damaging,damaging,1
ZCCHC14 (23174)_damaging,damaging,5
JPH3 (57338)_damaging,damaging,6
KLHDC4 (54758)_damaging,damaging,3
SLC7A5 (8140)_damaging,damaging,4
CA5A (763)_damaging,damaging,1
BANP (54971)_damaging,damaging,4
ZNF469 (84627)_damaging,damaging,14
ZFPM1 (161882)_damaging,damaging,7
ZC3H18 (124245)_damaging,damaging,17
IL17C (27189)_damaging,damaging,1
CYBA (1535)_damaging,damaging,2
MVD (4597)_damaging,damaging,2
SNAI3 (333929)_damaging,damaging,1
RNF166 (115992)_damaging,damaging,2
CTU2 (348180)_damaging,damaging,4
PIEZO1 (9780)_damaging,damaging,10
CDT1 (81620)_damaging,damaging,4
APRT (353)_damaging,damaging,1
GALNS (2588)_damaging,damaging,2
TRAPPC2L (51693)_damaging,damaging,1
PABPN1L (390748)_damaging,damaging,1
CBFA2T3 (863)_damaging,damaging,6
ACSF3 (197322)_damaging,damaging,5
LINC02138 (400558)_damaging,damaging,72
CDH15 (1013)_damaging,damaging,14
SLC22A31 (146429)_damaging,damaging,4
ZNF778 (197320)_damaging,damaging,3
ANKRD11 (29123)_damaging,damaging,26
SPG7 (6687)_damaging,damaging,4
RPL13 (6137)_damaging,damaging,1
CPNE7 (27132)_damaging,damaging,5
DPEP1 (1800)_damaging,damaging,4
CHMP1A (5119)_damaging,damaging,1
SPATA33 (124045)_damaging,damaging,1
CDK10 (8558)_damaging,damaging,3
SPATA2L (124044)_damaging,damaging,2
VPS9D1 (9605)_damaging,damaging,16
ZNF276 (92822)_damaging,damaging,3
FANCA (2175)_damaging,damaging,13
SPIRE2 (84501)_damaging,damaging,5
TCF25 (22980)_damaging,damaging,6
MC1R (4157)_damaging,damaging,3
TUBB3 (10381)_damaging,damaging,2
DEF8 (54849)_damaging,damaging,0
AFG3L1P (172)_damaging,damaging,1
DBNDD1 (79007)_damaging,damaging,0
GAS8 (2622)_damaging,damaging,2
PRDM7 (11105)_damaging,damaging,6
DOC2B (8447)_damaging,damaging,3
LINC02091 (100506371)_damaging,damaging,1
LIAT1 (400566)_damaging,damaging,1
RFLNB (359845)_damaging,damaging,2
VPS53 (55275)_damaging,damaging,2
GEMIN4 (50628)_damaging,damaging,2
GLOD4 (51031)_damaging,damaging,0
MRM3 (55178)_damaging,damaging,2
NXN (64359)_damaging,damaging,1
TIMM22 (29928)_damaging,damaging,1
ABR (29)_damaging,damaging,8
BHLHA9 (727857)_damaging,damaging,0
YWHAE (7531)_damaging,damaging,0
CRK (1398)_damaging,damaging,2
MYO1C (4641)_damaging,damaging,4
INPP5K (51763)_damaging,damaging,1
PITPNA (5306)_damaging,damaging,2
SLC43A2 (124935)_damaging,damaging,2
SCARF1 (8578)_damaging,damaging,5
RILP (83547)_damaging,damaging,2
PRPF8 (10594)_damaging,damaging,5
TLCD2 (727910)_damaging,damaging,0
WDR81 (124997)_damaging,damaging,12
SERPINF2 (5345)_damaging,damaging,2
SERPINF1 (5176)_damaging,damaging,1
SMYD4 (114826)_damaging,damaging,1
RPA1 (6117)_damaging,damaging,7
RTN4RL1 (146760)_damaging,damaging,1
DPH1 (1801)_damaging,damaging,2
OVCA2 (124641)_damaging,damaging,2
HIC1 (3090)_damaging,damaging,3
SMG6 (23293)_damaging,damaging,3
SRR (63826)_damaging,damaging,4
TSR1 (55720)_damaging,damaging,6
SGSM2 (9905)_damaging,damaging,8
MNT (4335)_damaging,damaging,6
METTL16 (79066)_damaging,damaging,4
PAFAH1B1 (5048)_damaging,damaging,3
CLUH (23277)_damaging,damaging,12
CCDC92B (101928991)_damaging,damaging,1
RAP1GAP2 (23108)_damaging,damaging,4
OR1D2 (4991)_damaging,damaging,1
OR1P1 (8391)_damaging,damaging,2
OR1A2 (26189)_damaging,damaging,2
OR1A1 (8383)_damaging,damaging,1
OR1R1P (9596)_damaging,damaging,0
OR1E1 (8387)_damaging,damaging,2
OR3A3 (8392)_damaging,damaging,2
OR1E2 (8388)_damaging,damaging,0
SPATA22 (84690)_damaging,damaging,64
ASPA (443)_damaging,damaging,1
TRPV3 (162514)_damaging,damaging,3
TRPV1 (7442)_damaging,damaging,2
SHPK (23729)_damaging,damaging,5
CTNS (1497)_damaging,damaging,2
TAX1BP3 (30851)_damaging,damaging,1
EMC6 (83460)_damaging,damaging,0
P2RX5 (5026)_damaging,damaging,1
ITGAE (3682)_damaging,damaging,9
HASPIN (83903)_damaging,damaging,3
NCBP3 (55421)_damaging,damaging,3
CAMKK1 (84254)_damaging,damaging,2
P2RX1 (5023)_damaging,damaging,3
ATP2A3 (489)_damaging,damaging,7
ZZEF1 (23140)_damaging,damaging,22
CYB5D2 (124936)_damaging,damaging,1
ANKFY1 (51479)_damaging,damaging,8
SPNS3 (201305)_damaging,damaging,2
SPNS2 (124976)_damaging,damaging,1
MYBBP1A (10514)_damaging,damaging,7
GGT6 (124975)_damaging,damaging,3
SMTNL2 (342527)_damaging,damaging,3
ALOX15 (246)_damaging,damaging,3
PELP1 (27043)_damaging,damaging,1
ARRB2 (409)_damaging,damaging,0
MED11 (400569)_damaging,damaging,0
CXCL16 (58191)_damaging,damaging,4
ZMYND15 (84225)_damaging,damaging,4
TM4SF5 (9032)_damaging,damaging,1
VMO1 (284013)_damaging,damaging,0
GLTPD2 (388323)_damaging,damaging,1
PSMB6 (5694)_damaging,damaging,1
C17orf114 (119139905)_damaging,damaging,0
PLD2 (5338)_damaging,damaging,5
MINK1 (50488)_damaging,damaging,7
CHRNE (1145)_damaging,damaging,6
C17orf107 (100130311)_damaging,damaging,1
GP1BA (2811)_damaging,damaging,3
SLC25A11 (8402)_damaging,damaging,2
RNF167 (26001)_damaging,damaging,2
PFN1 (5216)_damaging,damaging,0
ENO3 (2027)_damaging,damaging,3
SPAG7 (9552)_damaging,damaging,2
CAMTA2 (23125)_damaging,damaging,11
INCA1 (388324)_damaging,damaging,2
KIF1C (10749)_damaging,damaging,8
SLC52A1 (55065)_damaging,damaging,1
ZFP3 (124961)_damaging,damaging,1
ZNF232 (7775)_damaging,damaging,1
USP6 (9098)_damaging,damaging,20
ZNF594 (84622)_damaging,damaging,4
RABEP1 (9135)_damaging,damaging,6
NUP88 (4927)_damaging,damaging,0
RPAIN (84268)_damaging,damaging,1
DHX33 (56919)_damaging,damaging,1
DERL2 (51009)_damaging,damaging,3
NLRP1 (22861)_damaging,damaging,10
WSCD1 (23302)_damaging,damaging,10
AIPL1 (23746)_damaging,damaging,4
PIMREG (54478)_damaging,damaging,1
PITPNM3 (83394)_damaging,damaging,3
KIAA0753 (9851)_damaging,damaging,6
TXNDC17 (84817)_damaging,damaging,3
MED31 (51003)_damaging,damaging,2
C17orf100 (388327)_damaging,damaging,1
SLC13A5 (284111)_damaging,damaging,6
XAF1 (54739)_damaging,damaging,4
FBXO39 (162517)_damaging,damaging,5
TEKT1 (83659)_damaging,damaging,3
ALOX12 (239)_damaging,damaging,6
RNASEK (440400)_damaging,damaging,0
C17orf49 (124944)_damaging,damaging,3
BCL6B (255877)_damaging,damaging,4
SLC16A13 (201232)_damaging,damaging,3
SLC16A11 (162515)_damaging,damaging,6
CLEC10A (10462)_damaging,damaging,2
ASGR2 (433)_damaging,damaging,3
ASGR1 (432)_damaging,damaging,1
DLG4 (1742)_damaging,damaging,5
ACADVL (37)_damaging,damaging,10
DVL2 (1856)_damaging,damaging,8
PHF23 (79142)_damaging,damaging,1
CTDNEP1 (23399)_damaging,damaging,4
ELP5 (23587)_damaging,damaging,0
CLDN7 (1366)_damaging,damaging,3
SLC2A4 (6517)_damaging,damaging,8
YBX2 (51087)_damaging,damaging,2
EIF5A (1984)_damaging,damaging,2
GPS2 (2874)_damaging,damaging,11
NEURL4 (84461)_damaging,damaging,6
ACAP1 (9744)_damaging,damaging,4
KCTD11 (147040)_damaging,damaging,0
TMEM95 (339168)_damaging,damaging,1
TNK1 (8711)_damaging,damaging,5
PLSCR3 (57048)_damaging,damaging,2
NLGN2 (57555)_damaging,damaging,7
SPEM1 (374768)_damaging,damaging,1
SPEM2 (201243)_damaging,damaging,4
SPEM3 (107983988)_damaging,damaging,4
TMEM102 (284114)_damaging,damaging,4
FGF11 (2256)_damaging,damaging,2
CHRNB1 (1140)_damaging,damaging,4
ZBTB4 (57659)_damaging,damaging,5
POLR2A (5430)_damaging,damaging,9
TNFSF12 (8742)_damaging,damaging,1
TNFSF13 (8741)_damaging,damaging,5
SENP3 (26168)_damaging,damaging,5
EIF4A1 (1973)_damaging,damaging,5
CD68 (968)_damaging,damaging,1
SOX15 (6665)_damaging,damaging,2
FXR2 (9513)_damaging,damaging,13
SAT2 (112483)_damaging,damaging,2
SHBG (6462)_damaging,damaging,5
ATP1B2 (482)_damaging,damaging,0
TP53 (7157)_damaging,damaging,943
WRAP53 (55135)_damaging,damaging,2
EFNB3 (1949)_damaging,damaging,12
DNAH2 (146754)_damaging,damaging,19
KDM6B (23135)_damaging,damaging,20
TMEM88 (92162)_damaging,damaging,0
NAA38 (84316)_damaging,damaging,0
CYB5D1 (124637)_damaging,damaging,1
CHD3 (1107)_damaging,damaging,16
KCNAB3 (9196)_damaging,damaging,3
CNTROB (116840)_damaging,damaging,5
GUCY2D (3000)_damaging,damaging,7
ALOX15B (247)_damaging,damaging,4
ALOXE3P1 (100420216)_damaging,damaging,0
ALOX12B (242)_damaging,damaging,10
ALOXE3 (59344)_damaging,damaging,4
HES7 (84667)_damaging,damaging,0
PER1 (5187)_damaging,damaging,16
VAMP2 (6844)_damaging,damaging,3
BORCS6 (54785)_damaging,damaging,3
AURKB (9212)_damaging,damaging,3
CTC1 (80169)_damaging,damaging,10
PFAS (5198)_damaging,damaging,12
RANGRF (29098)_damaging,damaging,0
SLC25A35 (399512)_damaging,damaging,1
ARHGEF15 (22899)_damaging,damaging,5
ODF4 (146852)_damaging,damaging,1
RPL26 (6154)_damaging,damaging,1
RNF222 (643904)_damaging,damaging,0
NDEL1 (81565)_damaging,damaging,1
MYH10 (4628)_damaging,damaging,6
CCDC42 (146849)_damaging,damaging,2
SPDYE4 (388333)_damaging,damaging,4
MFSD6L (162387)_damaging,damaging,2
PIK3R6 (146850)_damaging,damaging,2
PIK3R5 (23533)_damaging,damaging,4
NTN1 (9423)_damaging,damaging,1
STX8 (9482)_damaging,damaging,2
CFAP52 (146845)_damaging,damaging,1
USP43 (124739)_damaging,damaging,10
DHRS7C (201140)_damaging,damaging,5
GSG1L2 (644070)_damaging,damaging,2
GLP2R (9340)_damaging,damaging,2
RCVRN (5957)_damaging,damaging,1
GAS7 (8522)_damaging,damaging,1
MYH13 (8735)_damaging,damaging,15
MYH8 (4626)_damaging,damaging,19
MYH4 (4622)_damaging,damaging,13
MYH1 (4619)_damaging,damaging,26
MYH2 (4620)_damaging,damaging,23
MYH3 (4621)_damaging,damaging,9
ADPRM (56985)_damaging,damaging,3
TMEM238L (100289255)_damaging,damaging,4
SHISA6 (388336)_damaging,damaging,5
DNAH9 (1770)_damaging,damaging,37
ZNF18 (7566)_damaging,damaging,3
MAP2K4 (6416)_damaging,damaging,11
MYOCD (93649)_damaging,damaging,13
ARHGAP44 (9912)_damaging,damaging,6
ELAC2 (60528)_damaging,damaging,1
HS3ST3A1 (9955)_damaging,damaging,1
COX10-DT (100874058)_damaging,damaging,1
COX10 (1352)_damaging,damaging,2
HS3ST3B1 (9953)_damaging,damaging,3
CDRT7 (94150)_damaging,damaging,1
PMP22 (5376)_damaging,damaging,3
TEKT3 (64518)_damaging,damaging,3
CDRT4 (284040)_damaging,damaging,1
ADORA2B (136)_damaging,damaging,3
TTC19 (54902)_damaging,damaging,3
NCOR1 (9611)_damaging,damaging,23
PIGL (9487)_damaging,damaging,1
CENPV (201161)_damaging,damaging,3
UBB (7314)_damaging,damaging,4
TRPV2 (51393)_damaging,damaging,2
LRRC75A (388341)_damaging,damaging,1
ZNF287 (57336)_damaging,damaging,7
ZNF624 (57547)_damaging,damaging,6
TNFRSF13B (23495)_damaging,damaging,9
LINC02090 (105371562)_damaging,damaging,0
MPRIP (23164)_damaging,damaging,12
PLD6 (201164)_damaging,damaging,2
FLCN (201163)_damaging,damaging,14
COPS3 (8533)_damaging,damaging,2
NT5M (56953)_damaging,damaging,1
MED9 (55090)_damaging,damaging,3
RASD1 (51655)_damaging,damaging,4
PEMT (10400)_damaging,damaging,1
RAI1 (10743)_damaging,damaging,7
SREBF1 (6720)_damaging,damaging,9
TOM1L2 (146691)_damaging,damaging,2
DRC3 (83450)_damaging,damaging,0
ATPAF2 (91647)_damaging,damaging,3
GID4 (79018)_damaging,damaging,1
DRG2 (1819)_damaging,damaging,3
MYO15A (51168)_damaging,damaging,23
ALKBH5 (54890)_damaging,damaging,0
LLGL1 (3996)_damaging,damaging,8
FLII (2314)_damaging,damaging,4
MIEF2 (125170)_damaging,damaging,1
TOP3A (7156)_damaging,damaging,12
SMCR8 (140775)_damaging,damaging,1
SHMT1 (6470)_damaging,damaging,3
EVPLL (645027)_damaging,damaging,1
FBXW10 (10517)_damaging,damaging,1
PRPSAP2 (5636)_damaging,damaging,2
SLC5A10 (125206)_damaging,damaging,3
FAM83G (644815)_damaging,damaging,6
GRAP (10750)_damaging,damaging,0
EPN2 (22905)_damaging,damaging,3
B9D1 (27077)_damaging,damaging,0
MAPK7 (5598)_damaging,damaging,8
MFAP4 (4239)_damaging,damaging,2
RNF112 (7732)_damaging,damaging,6
SLC47A1 (55244)_damaging,damaging,4
ALDH3A2 (224)_damaging,damaging,1
SLC47A2 (146802)_damaging,damaging,2
ALDH3A1 (218)_damaging,damaging,1
ULK2 (9706)_damaging,damaging,4
AKAP10 (11216)_damaging,damaging,4
SPECC1 (92521)_damaging,damaging,12
RNFT1P3 (101929203)_damaging,damaging,0
SPECC1P2 (112488741)_damaging,damaging,0
USP22 (23326)_damaging,damaging,2
LINC01563 (101060544)_damaging,damaging,1
DHRS7B (25979)_damaging,damaging,5
TMEM11 (8834)_damaging,damaging,1
NATD1 (256302)_damaging,damaging,1
EIF1P5 (106481690)_damaging,damaging,1
MAP2K3 (5606)_damaging,damaging,4
KCNJ18 (100134444)_damaging,damaging,1
FLJ36000 (Unknown)_damaging,damaging,0
WSB1 (26118)_damaging,damaging,2
TBC1D3P5 (440419)_damaging,damaging,4
KSR1 (8844)_damaging,damaging,14
LGALS9 (3965)_damaging,damaging,6
NOS2P1 (645740)_damaging,damaging,2
NOS2 (4843)_damaging,damaging,6
LYRM9 (201229)_damaging,damaging,1
LINC01992 (105371708)_damaging,damaging,1
NLK (51701)_damaging,damaging,3
PYY2 (Unknown)_damaging,damaging,1
TMEM97 (27346)_damaging,damaging,2
IFT20 (90410)_damaging,damaging,2
TNFAIP1 (7126)_damaging,damaging,3
POLDIP2 (26073)_damaging,damaging,1
TMEM199 (147007)_damaging,damaging,1
SEBOX (645832)_damaging,damaging,2
VTN (7448)_damaging,damaging,3
SARM1 (23098)_damaging,damaging,6
SLC46A1 (113235)_damaging,damaging,3
RSKR (124923)_damaging,damaging,3
FOXN1 (8456)_damaging,damaging,5
UNC119 (9094)_damaging,damaging,1
PIGS (94005)_damaging,damaging,2
ALDOC (230)_damaging,damaging,3
SPAG5 (10615)_damaging,damaging,4
BLTP2 (9703)_damaging,damaging,10
SDF2 (6388)_damaging,damaging,1
SUPT6H (6830)_damaging,damaging,3
PROCA1 (147011)_damaging,damaging,3
RAB34 (83871)_damaging,damaging,2
TLCD1 (116238)_damaging,damaging,0
NEK8 (284086)_damaging,damaging,5
TRAF4 (9618)_damaging,damaging,5
FAM222B (55731)_damaging,damaging,4
ERAL1 (26284)_damaging,damaging,3
FLOT2 (2319)_damaging,damaging,2
DHRS13 (147015)_damaging,damaging,7
PHF12 (57649)_damaging,damaging,4
SEZ6 (124925)_damaging,damaging,9
PIPOX (51268)_damaging,damaging,1
MYO18A (399687)_damaging,damaging,14
CRYBA1 (1411)_damaging,damaging,2
NUFIP2 (57532)_damaging,damaging,6
TAOK1 (57551)_damaging,damaging,7
ABHD15 (116236)_damaging,damaging,1
TP53I13 (90313)_damaging,damaging,6
GIT1 (28964)_damaging,damaging,7
ANKRD13B (124930)_damaging,damaging,10
CORO6 (84940)_damaging,damaging,2
SSH2 (85464)_damaging,damaging,11
EFCAB5 (374786)_damaging,damaging,17
NSRP1 (84081)_damaging,damaging,10
SLC6A4 (6532)_damaging,damaging,3
BLMH (642)_damaging,damaging,2
TMIGD1 (388364)_damaging,damaging,2
CPD (1362)_damaging,damaging,11
GOSR1 (9527)_damaging,damaging,3
TBC1D29P (26083)_damaging,damaging,1
KRT17P3 (729682)_damaging,damaging,1
CRLF3 (51379)_damaging,damaging,3
ATAD5 (79915)_damaging,damaging,18
TEFM (79736)_damaging,damaging,2
ADAP2 (55803)_damaging,damaging,2
RNF135 (84282)_damaging,damaging,3
NF1 (4763)_damaging,damaging,93
OMG (4974)_damaging,damaging,2
EVI2B (2124)_damaging,damaging,4
EVI2A (2123)_damaging,damaging,1
RAB11FIP4 (84440)_damaging,damaging,6
MIR365BHG (123464515)_damaging,damaging,0
COPRS (55352)_damaging,damaging,2
UTP6 (55813)_damaging,damaging,3
SUZ12 (23512)_damaging,damaging,12
LRRC37B (114659)_damaging,damaging,1
RHOT1 (55288)_damaging,damaging,4
RHBDL3 (162494)_damaging,damaging,3
C17orf75 (64149)_damaging,damaging,6
ZNF207 (7756)_damaging,damaging,4
PSMD11 (5717)_damaging,damaging,4
CDK5R1 (8851)_damaging,damaging,2
MYO1D (4642)_damaging,damaging,5
H2BN1 (124188214)_damaging,damaging,0
SPACA3 (124912)_damaging,damaging,2
ASIC2 (40)_damaging,damaging,5
CCL2 (6347)_damaging,damaging,1
CCL11 (6356)_damaging,damaging,1
CCL8 (6355)_damaging,damaging,2
CCL1 (6346)_damaging,damaging,1
TMEM132E (124842)_damaging,damaging,9
CCT6B (10693)_damaging,damaging,9
ZNF830 (91603)_damaging,damaging,3
LIG3 (3980)_damaging,damaging,5
RFFL (117584)_damaging,damaging,3
RAD51D (5892)_damaging,damaging,4
