roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,panel_size,target,model
0.7324325341563476,0.7164748352598602,0.6411042944785277,0.6073619631901841,0.6748466257668712,0.6285714285714286,0.2088975919582752,326,0.5,0.522,2,20,loh,random_forest
0.7534720915352479,0.7249765941476132,0.6779141104294479,0.8220858895705522,0.5337423312883436,0.7184986595174263,0.20530003945669367,326,0.5,0.443,2,30,loh,random_forest
0.7620445648900933,0.7659109494587866,0.7025368864799759,0.6890243902439024,0.7160493827160493,0.6996904024767802,0.20411522657403355,326,0.5030674846625767,0.492,3,all,loh,random_forest
0.7331187895212286,0.6944155063488,0.6811954230653418,0.6463414634146342,0.7160493827160493,0.6708860759493671,0.21067792463474072,326,0.5030674846625767,0.507,3,5,loh,random_forest
0.7615552544414332,0.7614043424548242,0.6875188196326407,0.6219512195121951,0.7530864197530864,0.6666666666666666,0.2004123912078346,326,0.5030674846625767,0.51,3,10,loh,random_forest
0.7492848539596507,0.7583836224800933,0.6784477566997892,0.5914634146341463,0.7654320987654321,0.6488294314381271,0.2048328891085486,326,0.5030674846625767,0.53,3,20,loh,random_forest
0.7597862089732008,0.7745724008626472,0.6878199337548931,0.573170731707317,0.8024691358024691,0.6482758620689655,0.2026266942422261,326,0.5030674846625767,0.534,3,30,loh,random_forest
0.7165305431141556,0.6904408042300416,0.656441717791411,0.6809815950920245,0.6319018404907976,0.6646706586826348,0.2186513496932515,326,0.5,0.484,4,all,loh,random_forest
0.6555384094245174,0.6400438264672295,0.5920245398773006,0.4110429447852761,0.7730061349693251,0.50187265917603,0.23970467242376253,326,0.5,0.598,4,5,loh,random_forest
0.6617110165982912,0.649919085240952,0.6196319018404908,0.7177914110429447,0.5214723926380368,0.6536312849162011,0.23277134602720118,326,0.5,0.444,4,10,loh,random_forest
0.6601302269562271,0.6307316739684166,0.6165644171779141,0.6993865030674846,0.5337423312883436,0.6458923512747875,0.23180703137295072,326,0.5,0.467,4,20,loh,random_forest
0.6822989197937445,0.6569368215722668,0.6134969325153374,0.6196319018404908,0.6073619631901841,0.6158536585365854,0.22379060503206843,326,0.5,0.508,4,30,loh,random_forest
